ID	Block	Pop	CrossPop	Cytop	FamA	Fam	SurvPla	SurvSum0	SurvWin1	SurvSum1	SurvWin2	SurvSum2	SurvWin3	SurvSum3	SurvWin4	SurvSum4	Flow1	Flow2	Flow3	Flow4	TotSh1	TotSh2	TotSh3	FrSh1	FrSh2	FrSh3	SeFrG1	SeFrG2	SeFrG3	FlStart1	FlStart2	FlStart3	H1Sh1	TotFl1	PsM12
299	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	6	7	6.666667	6	3.666666667	159	155	156	3.39	8	9.4304
300	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	4.571428571	2	3	5.666667	1	1.333333333	163	166	177	6.29	45	9.645266667
301	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	4	2	5	9	0	0	163	159	163	7.29	28	11.73853333
302	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	3	4	4.5	6	6	1.333333	7	0	163	155	158	3.93	48	7.854666667
303	S3	N	N	N	N2	N2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	4.4	0	0	3.666667	0	0	163	NA	NA	6.42	34	17.22676667
305	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	4	5	7.666666667	8	5	3.666667	5.666667	0.666666667	159	156	158	5.29	70	13.93636667
306	S3	F1 	Sx	S	F1C	F1A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
307	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	5	3	0	8	1.5	NA	163	161	206	4.42	9	9.2371
308	S3	F1	Sx	S	F1A	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	6	6.25	3.8	6	10	6.666667	2	163	158	158	6.81	30	12.50966667
309	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	4.5	3	8	3	7.666667	5	163	156	157	5.76	37	9.7812
310	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	4	2.6	4	4	3.333333	8.333333	NA	163	159	186	5.45	21	11.59326667
311	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
312	S3	F2	SNx 	S	F2A	F2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
313	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	203	NA	NA	3.54	0	11.3906
314	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	7	0	2	9.666667	0	NA	163	NA	163	4.55	11	9.567033333
315	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	1	0	6	2	2	3	0	4	4.666667	0	NA	163	NA	191	4.11	33	5.656066667
317	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1	6.333333333	0	4	14.333333	0	3	159	169	189	5.39	24	9.162133333
321	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	8	6	3.5	3.6	4	9.333333	5.333333	2.333333333	159	158	168	5.37	51	13.31416667
322	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	7.6	4	6	8.333333	3.333333	3	159	156	157	6.61	62	12.0244
323	S3	S	S	S	S13	S13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	3	4.2	4.333333333	3	7.5	7	0.333333333	156	155	159	2.46	25	5.8592
325	S3	F2	SNx 	S	F2A	F2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
327	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	5	0	0	2.6	0	0	5	0	0	159	NA	NA	3.62	22	8.519233333
328	S3	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	3	0	0	170	NA	NA	5.35	7	11.1772
329	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	1	1	0	5	2	2	3.8	0	2	2.333333	0	0.5	163	168	199	5.8	39	14.17
331	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	3	0	3	7.5	0	7.5	163	NA	180	5.03	6	11.977
332	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	6	0	6	14	0	5.666666667	159	156	158	5.8	14	8.4094
333	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	3	3.833333333	9	7	13.333333	4.666667	4.666666667	159	155	164	4.72	57	6.527066667
334	S3	N	N	N	N2	N2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	2.5	0	0	2.333333	0	0	163	NA	NA	6.28	28	14.6146
336	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	7	0	0	5	0	0	0.666667	0	0	159	161	NA	4.43	40	14.1428
337	S3	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	3.5	0	0	4.666667	0	0	159	NA	NA	9.21	43	14.05073333
338	S3	S	S	S	S7	S7	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	7	0	0	15.333333	0	0	153	NA	NA	1.51	8	8.614233333
339	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	3	6	2	4	2.333333	0.666666667	167	158	180	3.55	3	7.970266667
340	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	0	1	1	1	0	4	3	3	3.5	4	2	4	1.333333	0.333333333	159	157	168	4.67	24	8.912833333
341	S3	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	4.333333	0	0	163	NA	NA	3.87	8	9.551833333
342	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	0	0	1	1	1	0	8	6	3	5.285714286	2.2	5	4	1	1.666666667	159	156	159	6.52	81	12.6821
343	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	0	0	0	3	0	0	5.333333333	0	0	5.333333	0	0	159	NA	NA	3.23	24	10.7529
344	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	2	0	0	5	0	0	159	181	NA	0.9	3	12.9078
345	S3	S	S	S	S14	S14	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	5	0	0	17	0	0	159	NA	NA	2.44	5	8.3931
346	S3	S	S	S	S7	S7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	5.333333333	6	7	8	4	6.666666667	159	157	158	2.35	20	6.0652
347	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	0	0	0	0	0	1	0	0	0	7	0	0	6.833333333	0	0	10.333333	0	0	155	NA	NA	2.58	52	6.967166667
348	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	7	9.666666667	4.2	3	18	2	1.333333333	157	157	170	4.82	67	12.4069
349	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	4	3	6.6	4.75	6	0.333333	0.666667	0.666666667	159	156	167	5.78	56	13.54223333
351	S3	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	4	0	0	163	NA	NA	6.56	9	10.9293
352	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	7	6	7.1	5.714285714	6	11.666667	1.333333	2.666666667	159	155	158	6.05	96	8.4552
353	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	3	0	0	15	0	0	163	NA	NA	4.38	6	NA
354	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	3	3	6.428571429	4	3	15.666667	7	1.333333333	159	161	173	4.26	71	8.6301
355	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	4	4	0	3.25	3	0	1.333333	4.666667	0	167	161	NA	5.11	18	10.48246667
356	S3	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	7	0	0	2.5	0	0	7	0	0	167	NA	NA	6.03	13	12.34246667
357	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	5	4	0	6.6	2.5	0	11.666667	6	0	159	156	NA	3.95	43	9.928
358	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	0	0	0	0	0	1	0	0	0	4	0	0	3.5	0	0	9.333333	0	0	163	NA	NA	6.2	26	6.704533333
359	S3	S	S	S	S6	S6	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	1	7.5	0	3	9.666667	0	NA	155	180	202	2.46	18	7.738866667
361	S3	S	S	S	S13	S13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	2	2.75	7	6	14.666667	9.333333	5.666666667	159	155	154	3.12	18	6.965233333
362	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	0	1	1	0	0	10	1	0	2.666666667	0	0	1	0	0	163	174	NA	3.2	55	11.0457
363	S3	F1	Sx	S	F1A	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	5	7	1	0	7	1	0	NA	159	159	159	3.73	24	8.908233333
364	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	9	11	1.727272727	0	11	2	0	NA	167	171	182	4.85	100	2.597333333
365	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	2	3.75	3	7	4.666667	4.666667	0.333333333	159	159	168	3.71	23	10.74093333
366	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	1	3.2	1	2	11.666667	0	NA	167	167	194	4.86	23	8.4842
367	S3	F2	NSx	N	F2B	F2B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
368	S3	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	3.833333333	0	0	9	0	0	163	NA	NA	5.95	31	11.95453333
370	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	0	0	1	1	1	0	7	6	4	4.5	4	16	5.333333	1	0	159	158	156	4.08	52	13.24956667
371	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	4	8.8	9	7	10	4	0.666666667	159	157	159	3.76	55	8.3978
372	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	6	0	0	2.833333333	0	0	9.666667	0	0	159	161	NA	4.45	34	8.3421
374	S3	F1	Sx	S	F1A	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	6	4	4.333333333	4	6	1	2.333333	1	159	159	165	4.9	32	11.2801
375	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	0	0	0	0	0	1	0	0	0	4	0	0	4	0	0	12.333333	0	0	159	NA	NA	3.87	29	8.414333333
376	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	1	1	4	2	3	7	0	4	7.333333	0	0.333333333	159	NA	169	3.29	33	9.541466667
377	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	0	1	4	3	1	6	2.333333333	0	4	0	0	159	158	NA	3.69	27	9.3138
378	S3	N	N	N	N9	N9	1	1	1	1	1	1	1	1	0	0	1	1	1	0	5	4	2	2.6	0	7	1.666667	0	NA	167	162	169	6.61	20	16.17166667
379	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3	5	3	5	6.333333	2	0	159	158	158	3.73	29	13.8014
380	S3	F1 	Sx	S	F1B	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	6	5	3	7.666667	1	1.666666667	159	158	167	4.9	12	14.32166667
382	S3	S	S	S	S6	S6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
383	S3	S	S	S	S6	S6	1	1	1	1	1	1	1	0	1	1	1	1	0	1	3	2	1	8.333333333	4	0	11.333333	1.333333	0	156	159	NA	2.53	32	8.345266667
385	S3	F1 	Nx	N	F1A	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	2.4	1.666666667	6	2	0.5	0.333333333	163	156	159	5.62	45	11.25683333
386	S3	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	3.25	0	0	8.333333	0	0	169	NA	NA	8.35	20	12.13206667
387	S3	S	S	S	S9	S9	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	5	0	0	15	0	0	157	NA	NA	2.4	10	6.5339
389	S3	F1 	Nx	N	F1A	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	3	1	0	2.666667	4	0	163	178	205	5.05	6	11.253
390	S3	F1 	Nx	N	F1B	F1B	1	1	1	1	1	1	1	1	0	0	1	0	1	0	2	0	1	11	0	0	13.333333	0	0	159	NA	210	4	13	17.67446667
391	S3	S	S	S	S2	S2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	3	6.166666667	7.333333333	4	8.666667	9.666667	14.33333333	159	155	156	3.74	46	8.331566667
392	S3	N	N	N	N10	N10	1	1	1	1	1	1	1	1	0	0	1	1	1	0	9	5	3	2.777777778	1	7	7.666667	1	NA	163	168	185	6.68	43	15.08213333
393	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	7	2.833333333	5.333333333	4	4.333333	3.333333	0	159	153	156	3.11	32	14.06813333
394	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	6	2	0	2.4	2	0	4.666667	0	0	163	158	NA	3.67	36	14.18946667
395	S3	N	N	N	N4	N4	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	6	0	0	8	0	0	163	NA	NA	5.94	9	11.8293
397	S3	N	N	N	N3	N3	1	1	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	13.333333	0	0	167	NA	NA	6.28	6	14.73746667
398	S3	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	5	0	0	167	NA	NA	4.69	7	12.13106667
400	S3	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	2	1	6.2	4	3	4.666667	4.333333	NA	159	158	199	5.38	37	10.91983333
401	S3	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	5	0	0	3.4	0	0	6.666667	0	0	163	NA	NA	5.27	31	12.75166667
402	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	0	1	1	1	1	8	3	7	7.285714286	6	6	8.333333	1.333333	4.666666667	163	158	156	3.24	77	10.41763333
404	S3	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	2.5	0	0	12.666667	0	0	163	NA	NA	4.96	20	11.1895
405	S3	F2	NSx	N	F2B	F2B	1	1	1	1	1	0	0	0	0	0	1	1	0	0	4	1	0	4.25	0	0	1.333333	0	0	163	161	NA	6.4	26	12.53213333
406	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	2	0	0	10.5	0	0	178	NA	NA	7.02	4	7.1675
408	S4	S	S	S	S7	S7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
410	S4	S	S	S	S13	S13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2.333333333	3	0	5	8.666667	0	156	156	204	3.17	15	6.656666667
411	S4	S	S	S	S8	S8	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	7	0	0	15	0	0	156	NA	NA	2.31	13	6.189233333
412	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	0	5	4	0	4.5	0	0	2.333333	0	0	163	178	NA	5.99	25	12.8674
413	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	4	0	0	5	0	0	163	171	NA	3.37	6	11.0856
415	S4	F1 	Nx	N	F1B	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	5	4	5	1	30	NA	159	159	190	5.97	17	14.04423333
416	S4	S	S	S	S10	S10	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2	0	0	4.5	0	0	17	0	0	159	NA	NA	4.65	19	7.294
417	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	8	0	0	7.666667	0	0	163	NA	NA	6.06	12	11.28746667
418	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	0	1	1	4	0	1	4.5	0	4	3.333333	0	NA	167	NA	182	7.06	27	10.45313333
420	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	0	0	0	0	1	1	0	0	3	1	0	4	0	0	2.333333	0	0	163	171	NA	5.86	16	13.75266667
421	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	5.5	5.333333333	6	4.666667	6.333333	1	163	155	156	7.08	27	8.951666667
422	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	0	1	1	1	0	13	6	5	5.181818182	3.6	5	6	1.333333	0.333333333	155	156	161	3.65	98	18.33933333
424	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	0	0	0	0	0	1	0	0	0	3	0	0	4.666666667	0	0	1.333333	0	0	167	NA	NA	5.32	17	7.991666667
425	S4	S	S	S	S7	S7	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	10	3	0	7.333333	5.666667	0	157	158	NA	2.73	14	8.028633333
426	S4	N	N	N	N2	N2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
427	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	3	2	3.5	1.666666667	4	10	4.333333	0.333333333	163	161	173	5.79	25	14.67203333
429	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	0	0	1	1	1	0	4	2	2	4.333333333	4	4	10.333333	9.333333	5.666666667	159	161	177	3.72	19	12.3977
430	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	5	1	4	4.333333	NA	0	163	162	158	6.34	13	14.05183333
432	S4	F1 	Nx	N	F1A	F1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
433	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	4.5	0	0	178	NA	NA	4.23	3	11.31
434	S4	F1 	Sx	S	F1C	F1A	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	3	0	2	8.666667	0	5	163	NA	166	4.64	7	NA
435	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	0	0	0	0	1	0	0	0	3	0	0	2	0	0	4.333333	0	0	163	NA	NA	6.82	12	11.30813333
436	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	6	3	1	5.5	3	2	15	1.333333	NA	159	158	207	3.98	64	9.4066
438	S4	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	1	0	0	167	NA	NA	7.08	8	16.5393
439	S4	F1 	Nx	N	F1A	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	5.333333333	3.666666667	4	10	7	1	163	158	163	5.22	21	9.521833333
440	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	1	2	5.666666667	2	4	5	4.5	6	159	161	183	4.77	24	19.6371
441	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	1	1	0	4	2	1	4	5	3	2.666667	8	NA	163	157	210	4.52	21	9.177866667
443	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3.333333333	0	8	1.333333	0	NA	163	171	185	3.88	19	7.905966667
444	S4	F1 	Nx	N	F1A	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	6	1.6	2.5	5	0.666667	0	1	159	158	157	3.61	22	8.457
445	S4	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	4.666667	0	0	163	NA	NA	5	5	16.393
448	S4	F1 	Sx	S	F1C	F1A	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	0	3	10.333333	0	1	163	NA	177	4.61	7	11.3666
449	S4	S	S	S	S14	S14	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	2	0	0	2	0	0	167	NA	NA	2.77	3	5.781
451	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	12	2.5	2	9	0.333333	0.5	159	156	180	4.54	16	5.2469
452	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	3	5.4	2	6	13.666667	3	0.666666667	163	161	156	4.08	37	9.65445
453	S4	S	S	S	S9	S9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	2	3	4	2	11.333333	5.666667	7	159	155	168	3	19	8.987433333
454	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	0	0	0	0	0	1	0	0	0	5	0	0	5.2	0	0	3.333333	0	0	159	NA	NA	3.17	30	10.25606667
